Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR036396:Cyt_P450_sf	13	2.5440313111545985	3.470062154910416E-8	410405, 102653899, 725159, 408453, 727598, 413908, 408452, 725621, 551179, 552679, 551632, 102656882, 113219203	301	47	8818	8.10306071958719	1.7593060695930696E-5	4.398303781348952E-6	4.25082613976526E-6
INTERPRO	IPR001128:Cyt_P450	13	2.5440313111545985	3.470062154910416E-8	410405, 102653899, 725159, 408453, 727598, 413908, 408452, 725621, 551179, 552679, 551632, 102656882, 113219203	301	47	8818	8.10306071958719	1.7593060695930696E-5	4.398303781348952E-6	4.25082613976526E-6
UP_KW_MOLECULAR_FUNCTION	KW-0560~Oxidoreductase	28	5.47945205479452	7.26434777962758E-8	409712, 406147, 410405, 102653899, 725400, 551179, 551632, 551533, 102656882, 113219203, 726362, 408930, 725274, 408559, 725258, 725159, 408453, 727598, 413908, 724348, 724226, 408452, 413590, 551465, 552679, 551544, 724838, 551527	126	223	3151	3.1400099651220725	2.9783782621306543E-6	1.489191294823654E-6	1.416547817027378E-6
GOTERM_CC_DIRECT	GO:0005576~extracellular region	28	5.47945205479452	7.338222445851997E-8	412825, 411317, 100577156, 406145, 113218574, 727161, 677678, 406083, 107965279, 406088, 406143, 100577513, 413560, 413705, 107963967, 100577584, 725353, 408317, 408273, 409187, 406093, 724464, 102653748, 552478, 551268, 413532, 677674, 100577028	226	273	7247	3.288858633991377	3.2288127798096866E-6	1.6144089380874394E-6	1.6144089380874394E-6
GOTERM_MF_DIRECT	GO:0016705~oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	13	2.5440313111545985	9.311063393043769E-8	410405, 102653899, 725159, 408453, 727598, 413908, 408452, 725621, 551179, 552679, 551632, 102656882, 113219203	238	51	6938	7.43071346185533	1.6852883523710283E-5	4.213256185352305E-6	4.073590234456648E-6
INTERPRO	IPR002401:Cyt_P450_E_grp-I	12	2.3483365949119372	9.828390202269454E-8	551179, 410405, 552679, 102653899, 551632, 408453, 727598, 413908, 102656882, 113219203, 408452, 725621	301	42	8818	8.370194589463692	4.982869928049638E-5	9.965987665101226E-6	9.631822398224065E-6
UP_KW_LIGAND	KW-0408~Iron	20	3.9138943248532287	1.2587629590424528E-7	408930, 410405, 410515, 102653899, 726240, 725159, 408453, 727598, 413908, 725400, 408452, 443552, 725621, 551465, 551179, 552679, 551544, 551632, 102656882, 113219203	66	161	2102	3.956333521550913	1.8881427754635638E-6	9.440722192818395E-7	9.440722192818395E-7
UP_SEQ_FEATURE	TRANSMEM:Helical	122	23.874755381604697	7.135131801628753E-7	411657, 726094, 100576480, 408405, 726097, 410566, 724117, 409452, 410452, 100577974, 102655332, 100577334, 410052, 410976, 100576497, 410975, 411665, 725159, 724348, 724226, 726886, 552636, 100576816, 113219370, 724619, 113219372, 412883, 413211, 413210, 113218602, 410581, 725460, 726792, 100576783, 100578046, 408500, 102653897, 412764, 102653899, 100578042, 725622, 724378, 725225, 725988, 725108, 726798, 107965199, 100576428, 102656882, 113219203, 726260, 100576152, 727593, 725732, 102653922, 724760, 408453, 413908, 726786, 726424, 725456, 413590, 100576714, 412540, 100577921, 551527, 100576157, 102654452, 411692, 102656198, 102656231, 412825, 102654841, 100578345, 410405, 724393, 412829, 102656907, 724429, 552205, 100576446, 411186, 409646, 100577387, 100577385, 102655521, 409924, 100578352, 409889, 100642169, 726206, 726322, 724304, 552558, 552679, 551869, 100576458, 413256, 100578238, 100577028, 410140, 413816, 725660, 409512, 102655631, 412203, 102654427, 725026, 107965279, 408381, 727324, 100576749, 552149, 113219366, 100578498, 411888, 102654530, 100577440, 408539, 100577043, 726185, 410683	297	2302	8241	1.4705438397879755	1.1772278686372761E-4	1.1772967472687443E-4	1.1630264836654868E-4
SMART	SM00020:Tryp_SPc	11	2.152641878669276	2.37509292563472E-6	410624, 726286, 726352, 724308, 411358, 409143, 724477, 726329, 409827, 550735, 113219006	112	57	4042	6.964598997493734	1.8524030909872202E-4	1.8525724819950815E-4	1.8525724819950815E-4
UP_KW_CELLULAR_COMPONENT	KW-0472~Membrane	127	24.853228962818	9.707195261669525E-6	411657, 726094, 100576480, 408405, 726097, 410566, 724117, 409452, 410452, 100577974, 102655332, 100577334, 410052, 410976, 100576497, 410975, 411665, 725159, 724348, 724226, 726886, 552636, 100576816, 113219370, 724619, 113219372, 412883, 413211, 413210, 113218602, 410581, 725460, 726792, 100576783, 412925, 410626, 100578046, 408500, 102653897, 412764, 102653899, 100578042, 725622, 724378, 725225, 725988, 725108, 726798, 107965199, 100576428, 102656882, 113219203, 726260, 100576152, 727593, 725732, 102653922, 724760, 408453, 413908, 726786, 726424, 725456, 413590, 100576714, 412540, 100577921, 551527, 100576157, 102654452, 411692, 102656198, 102656231, 412825, 102654841, 100578345, 410405, 411457, 724393, 412829, 102656907, 724429, 552205, 100576446, 411186, 409646, 100577387, 100577385, 102655521, 409924, 100578352, 409889, 100642169, 726206, 726322, 724304, 552558, 552679, 551869, 100576458, 413256, 100578238, 100577028, 410140, 726352, 413816, 725660, 409512, 102655631, 412203, 102654427, 725026, 107965279, 408381, 727324, 100576749, 552149, 113219366, 113219006, 100578498, 411888, 102654530, 100577440, 408539, 100577043, 726185, 410683	169	2584	4361	1.2682667118544708	1.5530381714301544E-4	1.553151241867124E-4	1.553151241867124E-4
GOTERM_BP_DIRECT	GO:0007608~sensory perception of smell	16	3.131115459882583	1.0802124702910307E-5	102654841, 100576783, 102654530, 102653897, 100642169, 726097, 100576480, 102656907, 100576816, 100576749, 100576714, 100577921, 677674, 102654452, 113218602, 100577334	174	151	6458	3.9327091421176825	0.0018562505159982479	9.611598806988258E-4	9.499182446672606E-4
GOTERM_BP_DIRECT	GO:0055085~transmembrane transport	18	3.522504892367906	1.1241636031565214E-5	409646, 412925, 413816, 410626, 100577385, 102655631, 409924, 412764, 410566, 102653922, 724429, 113219370, 113219372, 552149, 412540, 410683, 100576446, 411186	174	190	6458	3.516152450090744	0.001931704119121469	9.611598806988258E-4	9.499182446672606E-4
UP_KW_PTM	KW-1015~Disulfide bond	32	6.262230919765166	1.2551128162274868E-5	410624, 100577156, 406145, 726352, 726391, 411358, 724477, 107965279, 409751, 406088, 406143, 724308, 410452, 409827, 113219006, 413705, 726286, 107963967, 409187, 409143, 409341, 726329, 724645, 726886, 551268, 552636, 724619, 413532, 551869, 550735, 100577028, 412484	48	306	861	1.875816993464052	1.255041929727474E-4	1.3806240978502353E-4	1.3806240978502353E-4
INTERPRO	IPR043504:Peptidase_S1_PA_chymotrypsin	11	2.152641878669276	1.8681718576485966E-5	410624, 726286, 726352, 724308, 411358, 409143, 724477, 726329, 409827, 550735, 113219006	301	57	8818	5.653552485865828	0.009427004343382617	0.0013530901883254836	0.0013077203003540175
INTERPRO	IPR001254:Trypsin_dom	11	2.152641878669276	1.8681718576485966E-5	410624, 726286, 726352, 724308, 411358, 409143, 724477, 726329, 409827, 550735, 113219006	301	57	8818	5.653552485865828	0.009427004343382617	0.0013530901883254836	0.0013077203003540175
GOTERM_BP_DIRECT	GO:0050911~detection of chemical stimulus involved in sensory perception of smell	15	2.935420743639922	1.992447611918455E-5	102654841, 100576783, 102654530, 102653897, 100642169, 726097, 100576480, 102656907, 100576816, 100576749, 100576714, 100577921, 102654452, 113218602, 100577334	174	140	6458	3.976600985221675	0.0034211784207250906	0.0011356951387935194	0.0011224121547140629
INTERPRO	IPR001314:Peptidase_S1A	10	1.9569471624266144	2.362235164043465E-5	410624, 726286, 726352, 724308, 411358, 409143, 726329, 409827, 550735, 113219006	301	47	8818	6.233123630451686	0.011905238852431554	0.0014416654482687764	0.001393325581167062
INTERPRO	IPR009003:Peptidase_S1_PA	11	2.152641878669276	2.5591694347966445E-5	410624, 726286, 726352, 724308, 411358, 409143, 724477, 726329, 409827, 550735, 113219006	301	59	8818	5.461906638887325	0.01289134063216224	0.0014416654482687764	0.001393325581167062
UP_SEQ_FEATURE	DOMAIN:Peptidase S1	11	2.152641878669276	2.9627081755053427E-5	410624, 726286, 726352, 724308, 411358, 409143, 724477, 726329, 409827, 550735, 113219006	297	57	8241	5.354775828460038	0.004876611437588441	0.0024442342447919077	0.0024146071630368545
KEGG_PATHWAY	ame01100:Metabolic pathways	37	7.240704500978473	3.3402845085415956E-5	409712, 100577156, 411657, 102654366, 412923, 412843, 552073, 409250, 412829, 551044, 409751, 409058, 725400, 107965199, 443552, 551533, 552523, 409709, 413705, 726362, 408930, 725274, 727593, 408559, 725258, 410639, 551670, 410638, 724226, 551465, 726859, 724619, 724838, 551869, 551527, 408827, 411692	65	919	2905	1.7993638570352388	0.0023355066585644124	0.0011690995779895584	0.0010521896201906027
INTERPRO	IPR010629:Ins_allergen	5	0.9784735812133072	4.2384193719474096E-5	727243, 102654405, 727522, 724117, 100578347	301	7	8818	20.92548647365923	0.021259992931641825	0.002148878621577337	0.002076825492254231
GOTERM_MF_DIRECT	GO:0005549~odorant binding	18	3.522504892367906	4.3274503373200327E-5	102654841, 100576783, 102654530, 102653897, 677678, 100642169, 726097, 100576480, 102656907, 552478, 100576816, 100576749, 100576714, 100577921, 677674, 102654452, 113218602, 100577334	238	165	6938	3.180137509549274	0.007802257726724493	0.001566537022109852	0.0015146076180620114
UP_KW_BIOLOGICAL_PROCESS	KW-0552~Olfaction	15	2.935420743639922	4.5696681470560216E-5	102654841, 100576783, 102654530, 102653897, 100642169, 726097, 100576480, 102656907, 100576816, 100576749, 100576714, 100577921, 102654452, 113218602, 100577334	57	148	1930	3.4317211948790893	0.0013699924702029742	0.0013709004441168065	0.001279507081175686
GOTERM_BP_DIRECT	GO:0006508~proteolysis	18	3.522504892367906	5.936951377269968E-5	410624, 726286, 726352, 408500, 726391, 411358, 409143, 724477, 409341, 726329, 726554, 724308, 552636, 409827, 550735, 410452, 410380, 113219006	174	216	6458	3.0929118773946356	0.010159895504622707	0.002538046713782911	0.0025083619568965613
GOTERM_MF_DIRECT	GO:0022857~transmembrane transporter activity	15	2.935420743639922	8.39135659382383E-5	409646, 412925, 410626, 100577385, 102655631, 409924, 412764, 410566, 102653922, 724429, 113219370, 113219372, 412540, 410683, 411186	238	125	6938	3.4981512605042018	0.015074221794718068	0.002531392572470189	0.0024474790065319506
INTERPRO	IPR018114:TRYPSIN_HIS	9	1.761252446183953	1.3814533220735578E-4	726286, 726352, 724308, 411358, 409143, 726329, 409827, 550735, 113219006	301	46	8818	5.731763686263181	0.06764769093013812	0.006367243948102672	0.006153746616509485
UP_KW_BIOLOGICAL_PROCESS	KW-0716~Sensory transduction	15	2.935420743639922	1.6513399582315444E-4	102654841, 100576783, 102654530, 102653897, 100642169, 726097, 100576480, 102656907, 100576816, 100576749, 100576714, 100577921, 102654452, 113218602, 100577334	57	166	1930	3.059606848446417	0.00494217601892033	0.0024770099373473166	0.002311875941524162
GOTERM_MF_DIRECT	GO:0004252~serine-type endopeptidase activity	11	2.152641878669276	2.1061170176800293E-4	410624, 726286, 726352, 724308, 411358, 409143, 724477, 726329, 409827, 550735, 113219006	238	75	6938	4.275518207282913	0.037407133614701715	0.005445816860001219	0.0052652925442000734
SMART	SM00587:CHK	5	0.9784735812133072	2.2499537710408645E-4	726672, 725439, 552326, 102653935, 724536	112	12	4042	15.037202380952381	0.01739848164264801	0.00877481970705937	0.00877481970705937
KEGG_PATHWAY	ame00350:Tyrosine metabolism	5	0.9784735812133072	2.4386687536562737E-4	551465, 408930, 410639, 410638, 725400	65	15	2905	14.897435897435898	0.016927849345674706	0.005690227091864638	0.005121204382678175
INTERPRO	IPR033116:TRYPSIN_SER	8	1.5655577299412915	2.5039228520256447E-4	410624, 726286, 726352, 724308, 411358, 726329, 409827, 113219006	301	38	8818	6.1675118027627205	0.11923531161119727	0.01057907404980835	0.010224351645771384
INTERPRO	IPR004117:7tm6_olfct_rcpt	15	2.935420743639922	3.5146663461559677E-4	102654841, 100576783, 102654530, 102653897, 100642169, 726097, 100576480, 102656907, 100576816, 100576749, 100576714, 100577921, 102654452, 113218602, 100577334	301	143	8818	3.072973538089817	0.1632457884160301	0.013707198750008275	0.013247588535510956
INTERPRO	IPR002347:SDR_fam	8	1.5655577299412915	4.0873099457545064E-4	406147, 412458, 725274, 724838, 725258, 725026, 724348, 724721	301	41	8818	5.716230451341059	0.1871990031857773	0.014801901017839535	0.014305584810140772
GOTERM_MF_DIRECT	GO:0004984~olfactory receptor activity	15	2.935420743639922	4.364446720893136E-4	102654841, 100576783, 102654530, 102653897, 100642169, 726097, 100576480, 102656907, 100576816, 100576749, 100576714, 100577921, 102654452, 113218602, 100577334	238	146	6938	2.9949925175549668	0.07597276204006254	0.00987456070602072	0.009547227201953735
INTERPRO	IPR004119:EcKL	5	0.9784735812133072	5.235100230197709E-4	726672, 725439, 552326, 102653935, 724536	301	12	8818	12.20653377630122	0.2331691840066521	0.01658872385443899	0.016032494454980485
INTERPRO	IPR015897:CHK_kinase-like	5	0.9784735812133072	5.235100230197709E-4	726672, 725439, 552326, 102653935, 724536	301	12	8818	12.20653377630122	0.2331691840066521	0.01658872385443899	0.016032494454980485
UP_SEQ_FEATURE	DOMAIN:CHK kinase-like	5	0.9784735812133072	6.423561525337985E-4	726672, 725439, 552326, 102653935, 724536	297	12	8241	11.561447811447811	0.1005958774782506	0.035329588389358915	0.034901350954336385
UP_KW_CELLULAR_COMPONENT	KW-0964~Secreted	17	3.326810176125244	8.281531293938914E-4	406145, 107963967, 100577584, 727161, 677678, 406083, 409187, 406093, 107965279, 102653748, 406088, 406143, 552478, 551268, 413532, 677674, 100577028	169	172	4361	2.5504678684464013	0.013168466771228071	0.006625225035151131	0.006625225035151131
INTERPRO	IPR020846:MFS_dom	11	2.152641878669276	0.0010025478222509161	724429, 412925, 100577385, 102655631, 409924, 113219370, 412764, 410566, 102653922, 412540, 411186	301	91	8818	3.5412361724654082	0.39863109233891114	0.02989951446360085	0.028896966641349935
GOTERM_CC_DIRECT	GO:0005615~extracellular space	14	2.73972602739726	0.0010159623414154944	725041, 726286, 408896, 725353, 100577163, 726391, 412767, 409143, 724477, 102653748, 406143, 677674, 410452, 412791	226	155	7247	2.8963174421924065	0.04373964616757753	0.014900781007427252	0.014900781007427252
INTERPRO	IPR005828:MFS_sugar_transport-like	8	1.5655577299412915	0.0012378724515201818	100577385, 102655631, 409924, 113219370, 113219372, 102653922, 412540, 411186	301	49	8818	4.7829683368363956	0.4663366657132416	0.03486674071781846	0.03369763895804939
INTERPRO	IPR019826:Carboxylesterase_B_AS	5	0.9784735812133072	0.0013314396416183151	406105, 408395, 113219221, 409173, 406066	301	15	8818	9.765227021040975	0.4910928446325843	0.035528415700025566	0.034337127599630236
GOTERM_MF_DIRECT	GO:0052689~carboxylic ester hydrolase activity	5	0.9784735812133072	0.0013459567190972639	406105, 408395, 113219221, 409173, 406066	238	15	6938	9.717086834733895	0.21634175305117442	0.02706868512851164	0.026171380649113462
SMART	SM00718:DM4_12	4	0.7827788649706457	0.0021013125556806345	726990, 100576935, 100576702, 410063	112	10	4042	14.435714285714287	0.15132148373599708	0.054634126447696496	0.054634126447696496
UP_KW_MOLECULAR_FUNCTION	KW-0807~Transducer	18	3.522504892367906	0.0031283317423011475	102654841, 100576783, 102654530, 102653897, 100642169, 726097, 100576480, 727324, 102656907, 100576816, 100576749, 412883, 100576714, 413211, 100577921, 102654452, 113218602, 100577334	126	209	3151	2.1537935748462065	0.12055358493274515	0.04275386714478235	0.04066831264991492
INTERPRO	IPR036259:MFS_trans_sf	12	2.3483365949119372	0.003694896910498848	724429, 412925, 100577385, 102655631, 409924, 113219370, 412764, 410566, 113219372, 102653922, 412540, 411186	301	126	8818	2.790064863154564	0.8469180884160488	0.0936656366811458	0.09052497430722177
UP_SEQ_FEATURE	DOMAIN:Major facilitator superfamily (MFS) profile	10	1.9569471624266144	0.00450666977320536	724429, 100577385, 102655631, 409924, 113219370, 412764, 410566, 102653922, 412540, 411186	297	89	8241	3.1176937918510954	0.5253991503920037	0.1859001281447211	0.1836467932581184
UP_KW_MOLECULAR_FUNCTION	KW-0719~Serine esterase	5	0.9784735812133072	0.0046857189915158	406105, 408395, 113219221, 409173, 406066	126	18	3151	6.946649029982363	0.17516011218799943	0.04802861966303695	0.04568576016727905
INTERPRO	IPR047115:ARSB	3	0.5870841487279843	0.0066142924112974006	411657, 552073, 412829	301	4	8818	21.971760797342192	0.965423663138238	0.15968791678703723	0.15433348959693935
INTERPRO	IPR002018:CarbesteraseB	5	0.9784735812133072	0.008145303453915502	406105, 408395, 113219221, 409173, 406066	301	24	8818	6.10326688815061	0.9841815681275131	0.1877122205061436	0.18141812238266347
UP_SEQ_FEATURE	DOMAIN:Carboxylesterase type B	5	0.9784735812133072	0.008414668403769365	406105, 408395, 113219221, 409173, 406066	297	23	8241	6.032059727711901	0.7519921333076296	0.27768405732438906	0.2743181899628813
INTERPRO	IPR006631:DM4_12	4	0.7827788649706457	0.008651718026909228	726990, 100576935, 100576702, 410063	301	13	8818	9.014055711730132	0.98779007627985	0.1907139582453469	0.18431921013850094
GOTERM_BP_DIRECT	GO:0006805~xenobiotic metabolic process	3	0.5870841487279843	0.009969835165594852	551179, 410405, 551632	174	6	6458	18.557471264367816	0.8215446925481883	0.19691068451630578	0.19460763557459457
GOTERM_BP_DIRECT	GO:0009880~embryonic pattern specification	3	0.5870841487279843	0.009969835165594852	552079, 725053, 724334	174	6	6458	18.557471264367816	0.8215446925481883	0.19691068451630578	0.19460763557459457
GOTERM_BP_DIRECT	GO:0006082~organic acid metabolic process	3	0.5870841487279843	0.009969835165594852	551179, 410405, 551632	174	6	6458	18.557471264367816	0.8215446925481883	0.19691068451630578	0.19460763557459457
GOTERM_BP_DIRECT	GO:0007165~signal transduction	15	2.935420743639922	0.0106581255104188	102654841, 100576783, 102654530, 102653897, 100642169, 726097, 100576480, 102656907, 100576816, 100576749, 100576714, 100577921, 102654452, 113218602, 100577334	174	263	6458	2.1168218172282685	0.8416641369905808	0.19691068451630578	0.19460763557459457
GOTERM_BP_DIRECT	GO:0045087~innate immune response	5	0.9784735812133072	0.01110117512080361	406145, 725353, 408317, 412484, 406143	174	33	6458	5.6234761407175196	0.8534046954580881	0.19691068451630578	0.19460763557459457
GOTERM_BP_DIRECT	GO:0007186~G-protein coupled receptor signaling pathway	7	1.36986301369863	0.011515244708555892	100578046, 102655521, 412883, 413211, 724760, 727324, 410140	174	71	6458	3.659219685931682	0.8635932531460324	0.19691068451630578	0.19460763557459457
KEGG_PATHWAY	ame00380:Tryptophan metabolism	4	0.7827788649706457	0.011649277478289576	408559, 410639, 410638, 443552	65	22	2905	8.125874125874127	0.5596724222274635	0.1719659785141927	0.15476938066277343
KEGG_PATHWAY	ame00360:Phenylalanine metabolism	3	0.5870841487279843	0.012283284179585194	410639, 410638, 725400	65	8	2905	16.759615384615383	0.5790134130603041	0.1719659785141927	0.15476938066277343
UP_KW_MOLECULAR_FUNCTION	KW-0720~Serine protease	6	1.1741682974559686	0.012731265728186489	726286, 726352, 411358, 726329, 409827, 113219006	126	36	3151	4.167989417989418	0.4086416581006854	0.1043963789711292	0.0993038726798546
UP_KW_BIOLOGICAL_PROCESS	KW-0399~Innate immunity	4	0.7827788649706457	0.013862590562383599	406145, 727161, 412484, 406143	57	18	1930	7.5243664717348935	0.3421558357456286	0.13862590562383598	0.12938417858224693
SMART	SM00631:Zn_pept	3	0.5870841487279843	0.014341834799339075	726391, 410452, 726554	112	7	4042	15.466836734693878	0.6759192248779146	0.27966577858711195	0.27966577858711195
INTERPRO	IPR029058:AB_hydrolase	9	1.761252446183953	0.015355461554081334	551268, 406105, 413532, 408395, 107965279, 113219221, 409173, 406066, 726798	301	95	8818	2.7753803112432247	0.9996085335925323	0.32050483097270493	0.30975812066395547
INTERPRO	IPR024607:Sulfatase_CS	3	0.5870841487279843	0.01580398574816099	411657, 552073, 412829	301	6	8818	14.647840531561462	0.9996892778794512	0.32050483097270493	0.30975812066395547
GOTERM_MF_DIRECT	GO:0016712~oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	3	0.5870841487279843	0.01591568417670143	551179, 410405, 551632	238	6	6938	14.575630252100842	0.9451914722203035	0.28807388359829594	0.278524473092275
UP_SEQ_FEATURE	DOMAIN:CN hydrolase	3	0.5870841487279843	0.017525099401849202	724312, 409250, 100578995	297	6	8241	13.873737373737375	0.9459193882277065	0.4819402335508531	0.4760985337502367
UP_KW_BIOLOGICAL_PROCESS	KW-0391~Immunity	4	0.7827788649706457	0.018588940251322152	406145, 727161, 412484, 406143	57	20	1930	6.771929824561403	0.4304544864964084	0.13941705188491615	0.13012258175925506
INTERPRO	IPR000560:His_Pase_clade-2	4	0.7827788649706457	0.018606341718409997	726737, 724619, 726703, 409751	301	17	8818	6.893101426617159	0.9999267974242206	0.3628236635089949	0.35065797853926534
KEGG_PATHWAY	ame00130:Ubiquinone and other terpenoid-quinone biosynthesis	3	0.5870841487279843	0.01918849552704733	726362, 551869, 725400	65	10	2905	13.407692307692308	0.7423746530450479	0.21684780933694905	0.19516302840325414
GOTERM_CC_DIRECT	GO:0032589~neuron projection membrane	4	0.7827788649706457	0.019816483289000913	725460, 412813, 411176, 100577522	226	19	7247	6.750815090824406	0.5854991971718482	0.19780969720207606	0.19780969720207606
INTERPRO	IPR005829:Sugar_transporter_CS	5	0.9784735812133072	0.020034159906300808	724429, 100577385, 102655631, 409924, 412540	301	31	8818	4.725109848890795	0.9999650099016557	0.3680294336305438	0.3556891962109792
GOTERM_MF_DIRECT	GO:0015293~symporter activity	5	0.9784735812133072	0.02024363992471161	410626, 102654427, 408381, 410683, 725456	238	31	6938	4.70181621035511	0.9753183301317172	0.33309989330661827	0.32205790789313926
INTERPRO	IPR036526:C-N_Hydrolase_sf	3	0.5870841487279843	0.02163260637801106	724312, 409250, 100578995	301	7	8818	12.555291884195537	0.9999847067781521	0.3680294336305438	0.3556891962109792
INTERPRO	IPR003010:C-N_Hydrolase	3	0.5870841487279843	0.02163260637801106	724312, 409250, 100578995	301	7	8818	12.555291884195537	0.9999847067781521	0.3680294336305438	0.3556891962109792
INTERPRO	IPR020904:Sc_DH/Rdtase_CS	4	0.7827788649706457	0.021776889563937505	406147, 725274, 724838, 724348	301	18	8818	6.51015134736065	0.9999858086137865	0.3680294336305438	0.3556891962109792
